t,if,il,vl
5.8200,5.0000,5.7698,-0.7698
5.8300,5.0000,5.7621,-0.7621
5.8400,5.0000,5.7546,-0.7546
5.8500,5.0000,5.7470,-0.7470
5.8600,5.0000,5.7396,-0.7396
5.8700,5.0000,5.7323,-0.7323
5.8800,5.0000,5.7250,-0.7250
5.8900,5.0000,5.7178,-0.7178
5.9000,5.0000,5.7106,-0.7106
5.9100,5.0000,5.7035,-0.7035
5.9200,5.0000,5.6965,-0.6965
5.9300,5.0000,5.6896,-0.6896
5.9400,5.0000,5.6827,-0.6827
5.9500,5.0000,5.6760,-0.6760
5.9600,5.0000,5.6692,-0.6692
5.9700,5.0000,5.6626,-0.6626
5.9800,5.0000,5.6560,-0.6560
5.9900,5.0000,5.6494,-0.6494
6.0000,5.0000,5.6430,-0.6430
6.0100,5.0000,5.6366,-0.6366
6.0200,5.0000,5.6303,-0.6303
6.0300,5.0000,5.6240,-0.6240
6.0400,5.0000,5.6178,-0.6178
6.0500,5.0000,5.6116,-0.6116
6.0600,5.0000,5.6055,-0.6055
6.0700,5.0000,5.5995,-0.5995
6.0800,5.0000,5.5936,-0.5936
6.0900,5.0000,5.5876,-0.5876
6.1000,5.0000,5.5818,-0.5818
6.1100,5.0000,5.5760,-0.5760
6.1200,5.0000,5.5703,-0.5703
6.1300,5.0000,5.5646,-0.5646
6.1400,5.0000,5.5590,-0.5590
6.1500,5.0000,5.5534,-0.5534
6.1600,5.0000,5.5479,-0.5479
6.1700,5.0000,5.5425,-0.5425
6.1800,5.0000,5.5371,-0.5371
6.1900,5.0000,5.5317,-0.5317
6.2000,5.0000,5.5264,-0.5264
6.2100,5.0000,5.5212,-0.5212
6.2200,5.0000,5.5160,-0.5160
6.2300,5.0000,5.5109,-0.5109
6.2400,5.0000,5.5058,-0.5058
6.2500,5.0000,5.5008,-0.5008
6.2600,5.0000,5.4958,-0.4958
6.2700,5.0000,5.4908,-0.4908
6.2800,5.0000,5.4860,-0.4860
6.2900,5.0000,5.4811,-0.4811
6.3000,5.0000,5.4763,-0.4763
6.3100,5.0000,5.4716,-0.4716
6.3200,5.0000,5.4669,-0.4669
6.3300,5.0000,5.4623,-0.4623
6.3400,5.0000,5.4577,-0.4577
6.3500,5.0000,5.4531,-0.4531
6.3600,5.0000,5.4486,-0.4486
6.3700,5.0000,5.4441,-0.4441
6.3800,5.0000,5.4397,-0.4397
6.3900,5.0000,5.4353,-0.4353
6.4000,5.0000,5.4310,-0.4310
6.4100,5.0000,5.4267,-0.4267
6.4200,5.0000,5.4225,-0.4225
6.4300,5.0000,5.4183,-0.4183
6.4400,5.0000,5.4141,-0.4141
6.4500,5.0000,5.4100,-0.4100
6.4600,5.0000,5.4059,-0.4059
6.4700,5.0000,5.4019,-0.4019
6.4800,5.0000,5.3979,-0.3979
6.4900,5.0000,5.3939,-0.3939
6.5000,5.0000,5.3900,-0.3900
6.5100,5.0000,5.3861,-0.3861
6.5200,5.0000,5.3823,-0.3823
6.5300,5.0000,5.3785,-0.3785
6.5400,5.0000,5.3747,-0.3747
6.5500,5.0000,5.3710,-0.3710
6.5600,5.0000,5.3673,-0.3673
6.5700,5.0000,5.3636,-0.3636
6.5800,5.0000,5.3600,-0.3600
6.5900,5.0000,5.3564,-0.3564
6.6000,5.0000,5.3529,-0.3529
6.6100,5.0000,5.3494,-0.3494
6.6200,5.0000,5.3459,-0.3459
6.6300,5.0000,5.3424,-0.3424
6.6400,5.0000,5.3390,-0.3390
6.6500,5.0000,5.3357,-0.3357
6.6600,5.0000,5.3323,-0.3323
6.6700,5.0000,5.3290,-0.3290
6.6800,5.0000,5.3257,-0.3257
6.6900,5.0000,5.3225,-0.3225
6.7000,5.0000,5.3193,-0.3193
6.7100,5.0000,5.3161,-0.3161
6.7200,5.0000,5.3130,-0.3130
6.7300,5.0000,5.3099,-0.3099
6.7400,5.0000,5.3068,-0.3068
6.7500,5.0000,5.3037,-0.3037
6.7600,5.0000,5.3007,-0.3007
6.7700,5.0000,5.2977,-0.2977
6.7800,5.0000,5.2947,-0.2947
6.7900,5.0000,5.2918,-0.2918
6.8000,5.0000,5.2889,-0.2889
6.8100,5.0000,5.2860,-0.2860
6.8200,5.0000,5.2832,-0.2832
6.8300,5.0000,5.2804,-0.2804
6.8400,5.0000,5.2776,-0.2776
6.8500,5.0000,5.2748,-0.2748
6.8600,5.0000,5.2721,-0.2721
6.8700,5.0000,5.2694,-0.2694
6.8800,5.0000,5.2667,-0.2667
6.8900,5.0000,5.2640,-0.2640
6.9000,5.0000,5.2614,-0.2614
6.9100,5.0000,5.2588,-0.2588
6.9200,5.0000,5.2562,-0.2562
6.9300,5.0000,5.2537,-0.2537
6.9400,5.0000,5.2512,-0.2512
6.9500,5.0000,5.2487,-0.2487
6.9600,5.0000,5.2462,-0.2462
6.9700,5.0000,5.2437,-0.2437
6.9800,5.0000,5.2413,-0.2413
6.9900,5.0000,5.2389,-0.2389
7.0000,5.0000,5.2365,-0.2365
7.0100,5.0000,5.2342,-0.2342
7.0200,5.0000,5.2319,-0.2319
7.0300,5.0000,5.2296,-0.2296
7.0400,5.0000,5.2273,-0.2273
7.0500,5.0000,5.2250,-0.2250
7.0600,5.0000,5.2228,-0.2228
7.0700,5.0000,5.2205,-0.2205
7.0800,5.0000,5.2184,-0.2184
7.0900,5.0000,5.2162,-0.2162
7.1000,5.0000,5.2140,-0.2140
7.1100,5.0000,5.2119,-0.2119
7.1200,5.0000,5.2098,-0.2098
7.1300,5.0000,5.2077,-0.2077
7.1400,5.0000,5.2056,-0.2056
7.1500,5.0000,5.2036,-0.2036
7.1600,5.0000,5.2016,-0.2016
7.1700,5.0000,5.1996,-0.1996
7.1800,5.0000,5.1976,-0.1976
7.1900,5.0000,5.1956,-0.1956
7.2000,5.0000,5.1937,-0.1937
7.2100,5.0000,5.1917,-0.1917
7.2200,5.0000,5.1898,-0.1898
7.2300,5.0000,5.1879,-0.1879
7.2400,5.0000,5.1861,-0.1861
7.2500,5.0000,5.1842,-0.1842
7.2600,5.0000,5.1824,-0.1824
7.2700,5.0000,5.1806,-0.1806
7.2800,5.0000,5.1788,-0.1788
7.2900,5.0000,5.1770,-0.1770
7.3000,5.0000,5.1752,-0.1752
7.3100,5.0000,5.1735,-0.1735
7.3200,5.0000,5.1718,-0.1718
7.3300,5.0000,5.1701,-0.1701
7.3400,5.0000,5.1684,-0.1684
7.3500,5.0000,5.1667,-0.1667
7.3600,5.0000,5.1650,-0.1650
7.3700,5.0000,5.1634,-0.1634
7.3800,5.0000,5.1618,-0.1618
7.3900,5.0000,5.1602,-0.1602
7.4000,5.0000,5.1586,-0.1586
7.4100,5.0000,5.1570,-0.1570
7.4200,5.0000,5.1554,-0.1554
7.4300,5.0000,5.1539,-0.1539
7.4400,5.0000,5.1523,-0.1523
7.4500,5.0000,5.1508,-0.1508
7.4600,5.0000,5.1493,-0.1493
7.4700,5.0000,5.1478,-0.1478
7.4800,5.0000,5.1464,-0.1464
7.4900,5.0000,5.1449,-0.1449
7.5000,5.0000,5.1435,-0.1435
7.5100,5.0000,5.1420,-0.1420
7.5200,5.0000,5.1406,-0.1406
7.5300,5.0000,5.1392,-0.1392
7.5400,5.0000,5.1378,-0.1378
7.5500,5.0000,5.1365,-0.1365
7.5600,5.0000,5.1351,-0.1351
7.5700,5.0000,5.1338,-0.1338
7.5800,5.0000,5.1324,-0.1324
7.5900,5.0000,5.1311,-0.1311
7.6000,5.0000,5.1298,-0.1298
7.6100,5.0000,5.1285,-0.1285
7.6200,5.0000,5.1272,-0.1272
7.6300,5.0000,5.1260,-0.1260
7.6400,5.0000,5.1247,-0.1247
7.6500,5.0000,5.1235,-0.1235
7.6600,5.0000,5.1223,-0.1223
7.6700,5.0000,5.1210,-0.1210
7.6800,5.0000,5.1198,-0.1198
7.6900,5.0000,5.1186,-0.1186
7.7000,5.0000,5.1175,-0.1175
7.7100,5.0000,5.1163,-0.1163
7.7200,5.0000,5.1151,-0.1151
7.7300,5.0000,5.1140,-0.1140
7.7400,5.0000,5.1129,-0.1129
7.7500,5.0000,5.1117,-0.1117
7.7600,5.0000,5.1106,-0.1106
7.7700,5.0000,5.1095,-0.1095
7.7800,5.0000,5.1084,-0.1084
7.7900,5.0000,5.1074,-0.1074
7.8000,5.0000,5.1063,-0.1063
7.8100,5.0000,5.1052,-0.1052
7.8200,5.0000,5.1042,-0.1042
7.8300,5.0000,5.1031,-0.1031
7.8400,5.0000,5.1021,-0.1021
7.8500,5.0000,5.1011,-0.1011
7.8600,5.0000,5.1001,-0.1001
7.8700,5.0000,5.0991,-0.0991
7.8800,5.0000,5.0981,-0.0981
7.8900,5.0000,5.0971,-0.0971
7.9000,5.0000,5.0962,-0.0962
7.9100,5.0000,5.0952,-0.0952
7.9200,5.0000,5.0943,-0.0943
7.9300,5.0000,5.0933,-0.0933
7.9400,5.0000,5.0924,-0.0924
7.9500,5.0000,5.0915,-0.0915
7.9600,5.0000,5.0906,-0.0906
7.9700,5.0000,5.0897,-0.0897
7.9800,5.0000,5.0888,-0.0888
7.9900,5.0000,5.0879,-0.0879
8.0000,5.0000,5.0870,-0.0870
8.0100,5.0000,5.0862,-0.0862
8.0200,5.0000,5.0853,-0.0853
8.0300,5.0000,5.0844,-0.0844
8.0400,5.0000,5.0836,-0.0836
8.0500,5.0000,5.0828,-0.0828
8.0600,5.0000,5.0820,-0.0820
8.0700,5.0000,5.0811,-0.0811
8.0800,5.0000,5.0803,-0.0803
8.0900,5.0000,5.0795,-0.0795
8.1000,5.0000,5.0787,-0.0787
8.1100,5.0000,5.0780,-0.0780
8.1200,5.0000,5.0772,-0.0772
8.1300,5.0000,5.0764,-0.0764
8.1400,5.0000,5.0757,-0.0757
8.1500,5.0000,5.0749,-0.0749
8.1600,5.0000,5.0742,-0.0742
8.1700,5.0000,5.0734,-0.0734
8.1800,5.0000,5.0727,-0.0727
8.1900,5.0000,5.0720,-0.0720
8.2000,5.0000,5.0712,-0.0712
8.2100,5.0000,5.0705,-0.0705
8.2200,5.0000,5.0698,-0.0698
8.2300,5.0000,5.0691,-0.0691
8.2400,5.0000,5.0685,-0.0685
8.2500,5.0000,5.0678,-0.0678
8.2600,5.0000,5.0671,-0.0671
8.2700,5.0000,5.0664,-0.0664
8.2800,5.0000,5.0658,-0.0658
8.2900,5.0000,5.0651,-0.0651
8.3000,5.0000,5.0645,-0.0645
8.3100,5.0000,5.0638,-0.0638
8.3200,5.0000,5.0632,-0.0632
8.3300,5.0000,5.0626,-0.0626
8.3400,5.0000,5.0619,-0.0619
8.3500,5.0000,5.0613,-0.0613
8.3600,5.0000,5.0607,-0.0607
8.3700,5.0000,5.0601,-0.0601
8.3800,5.0000,5.0595,-0.0595
8.3900,5.0000,5.0589,-0.0589
8.4000,5.0000,5.0583,-0.0583
8.4100,5.0000,5.0578,-0.0578
8.4200,5.0000,5.0572,-0.0572
8.4300,5.0000,5.0566,-0.0566
8.4400,5.0000,5.0560,-0.0560
8.4500,5.0000,5.0555,-0.0555
8.4600,5.0000,5.0549,-0.0549
8.4700,5.0000,5.0544,-0.0544
8.4800,5.0000,5.0538,-0.0538
8.4900,5.0000,5.0533,-0.0533
8.5000,5.0000,5.0528,-0.0528
8.5100,5.0000,5.0523,-0.0523
8.5200,5.0000,5.0517,-0.0517
8.5300,5.0000,5.0512,-0.0512
8.5400,5.0000,5.0507,-0.0507
8.5500,5.0000,5.0502,-0.0502
8.5600,5.0000,5.0497,-0.0497
8.5700,5.0000,5.0492,-0.0492
8.5800,5.0000,5.0487,-0.0487
8.5900,5.0000,5.0482,-0.0482
8.6000,5.0000,5.0478,-0.0478
8.6100,5.0000,5.0473,-0.0473
8.6200,5.0000,5.0468,-0.0468
8.6300,5.0000,5.0463,-0.0463
8.6400,5.0000,5.0459,-0.0459
8.6500,5.0000,5.0454,-0.0454
8.6600,5.0000,5.0450,-0.0450
8.6700,5.0000,5.0445,-0.0445
8.6800,5.0000,5.0441,-0.0441
8.6900,5.0000,5.0436,-0.0436
8.7000,5.0000,5.0432,-0.0432
8.7100,5.0000,5.0428,-0.0428
8.7200,5.0000,5.0424,-0.0424
8.7300,5.0000,5.0419,-0.0419
8.7400,5.0000,5.0415,-0.0415
8.7500,5.0000,5.0411,-0.0411
8.7600,5.0000,5.0407,-0.0407
8.7700,5.0000,5.0403,-0.0403
8.7800,5.0000,5.0399,-0.0399
8.7900,5.0000,5.0395,-0.0395
8.8000,5.0000,5.0391,-0.0391
8.8100,5.0000,5.0387,-0.0387
8.8200,5.0000,5.0383,-0.0383
8.8300,5.0000,5.0379,-0.0379
8.8400,5.0000,5.0376,-0.0376
8.8500,5.0000,5.0372,-0.0372
8.8600,5.0000,5.0368,-0.0368
8.8700,5.0000,5.0365,-0.0365
8.8800,5.0000,5.0361,-0.0361
8.8900,5.0000,5.0357,-0.0357
8.9000,5.0000,5.0354,-0.0354
8.9100,5.0000,5.0350,-0.0350
8.9200,5.0000,5.0347,-0.0347
8.9300,5.0000,5.0343,-0.0343
8.9400,5.0000,5.0340,-0.0340
8.9500,5.0000,5.0337,-0.0337
8.9600,5.0000,5.0333,-0.0333
8.9700,5.0000,5.0330,-0.0330
8.9800,5.0000,5.0327,-0.0327
8.9900,5.0000,5.0323,-0.0323
