t,mag
2.2530,0.1051
2.2540,0.1050
2.2550,0.1049
2.2560,0.1048
2.2570,0.1047
2.2580,0.1046
2.2590,0.1045
2.2600,0.1044
2.2610,0.1042
2.2620,0.1041
2.2630,0.1040
2.2640,0.1039
2.2650,0.1038
2.2660,0.1037
2.2670,0.1036
2.2680,0.1035
2.2690,0.1034
2.2700,0.1033
2.2710,0.1032
2.2720,0.1031
2.2730,0.1030
2.2740,0.1029
2.2750,0.1028
2.2760,0.1027
2.2770,0.1026
2.2780,0.1025
2.2790,0.1024
2.2800,0.1023
2.2810,0.1022
2.2820,0.1021
2.2830,0.1020
2.2840,0.1019
2.2850,0.1018
2.2860,0.1017
2.2870,0.1016
2.2880,0.1015
2.2890,0.1014
2.2900,0.1013
2.2910,0.1012
2.2920,0.1011
2.2930,0.1010
2.2940,0.1009
2.2950,0.1008
2.2960,0.1007
2.2970,0.1006
2.2980,0.1005
2.2990,0.1004
2.3000,0.1003
2.3010,0.1002
2.3020,0.1001
2.3030,0.1000
2.3040,0.0999
2.3050,0.0998
2.3060,0.0997
2.3070,0.0996
2.3080,0.0995
2.3090,0.0994
2.3100,0.0993
2.3110,0.0992
2.3120,0.0991
2.3130,0.0990
2.3140,0.0989
2.3150,0.0988
2.3160,0.0987
2.3170,0.0986
2.3180,0.0985
2.3190,0.0984
2.3200,0.0983
2.3210,0.0982
2.3220,0.0981
2.3230,0.0980
2.3240,0.0979
2.3250,0.0978
2.3260,0.0977
2.3270,0.0976
2.3280,0.0975
2.3290,0.0974
2.3300,0.0973
2.3310,0.0972
2.3320,0.0971
2.3330,0.0970
2.3340,0.0969
2.3350,0.0968
2.3360,0.0967
2.3370,0.0966
2.3380,0.0965
2.3390,0.0964
2.3400,0.0963
2.3410,0.0962
2.3420,0.0961
2.3430,0.0960
2.3440,0.0959
2.3450,0.0958
2.3460,0.0958
2.3470,0.0957
2.3480,0.0956
2.3490,0.0955
2.3500,0.0954
2.3510,0.0953
2.3520,0.0952
2.3530,0.0951
2.3540,0.0950
2.3550,0.0949
2.3560,0.0948
2.3570,0.0947
2.3580,0.0946
2.3590,0.0945
2.3600,0.0944
2.3610,0.0943
2.3620,0.0942
2.3630,0.0941
2.3640,0.0940
2.3650,0.0939
2.3660,0.0939
2.3670,0.0938
2.3680,0.0937
2.3690,0.0936
2.3700,0.0935
2.3710,0.0934
2.3720,0.0933
2.3730,0.0932
2.3740,0.0931
2.3750,0.0930
2.3760,0.0929
2.3770,0.0928
2.3780,0.0927
2.3790,0.0926
2.3800,0.0926
2.3810,0.0925
2.3820,0.0924
2.3830,0.0923
2.3840,0.0922
2.3850,0.0921
2.3860,0.0920
2.3870,0.0919
2.3880,0.0918
2.3890,0.0917
2.3900,0.0916
2.3910,0.0915
2.3920,0.0914
2.3930,0.0914
2.3940,0.0913
2.3950,0.0912
2.3960,0.0911
2.3970,0.0910
2.3980,0.0909
2.3990,0.0908
2.4000,0.0907
2.4010,0.0906
2.4020,0.0905
2.4030,0.0904
2.4040,0.0904
2.4050,0.0903
2.4060,0.0902
2.4070,0.0901
2.4080,0.0900
2.4090,0.0899
2.4100,0.0898
2.4110,0.0897
2.4120,0.0896
2.4130,0.0895
2.4140,0.0895
2.4150,0.0894
2.4160,0.0893
2.4170,0.0892
2.4180,0.0891
2.4190,0.0890
2.4200,0.0889
2.4210,0.0888
2.4220,0.0887
2.4230,0.0887
2.4240,0.0886
2.4250,0.0885
2.4260,0.0884
2.4270,0.0883
2.4280,0.0882
2.4290,0.0881
2.4300,0.0880
2.4310,0.0879
2.4320,0.0879
2.4330,0.0878
2.4340,0.0877
2.4350,0.0876
2.4360,0.0875
2.4370,0.0874
2.4380,0.0873
2.4390,0.0872
2.4400,0.0872
2.4410,0.0871
2.4420,0.0870
2.4430,0.0869
2.4440,0.0868
2.4450,0.0867
2.4460,0.0866
2.4470,0.0866
2.4480,0.0865
2.4490,0.0864
2.4500,0.0863
2.4510,0.0862
2.4520,0.0861
2.4530,0.0860
2.4540,0.0859
2.4550,0.0859
2.4560,0.0858
2.4570,0.0857
2.4580,0.0856
2.4590,0.0855
2.4600,0.0854
2.4610,0.0853
2.4620,0.0853
2.4630,0.0852
2.4640,0.0851
2.4650,0.0850
2.4660,0.0849
2.4670,0.0848
2.4680,0.0848
2.4690,0.0847
2.4700,0.0846
2.4710,0.0845
2.4720,0.0844
2.4730,0.0843
2.4740,0.0842
2.4750,0.0842
2.4760,0.0841
2.4770,0.0840
2.4780,0.0839
2.4790,0.0838
2.4800,0.0837
2.4810,0.0837
2.4820,0.0836
2.4830,0.0835
2.4840,0.0834
2.4850,0.0833
2.4860,0.0832
2.4870,0.0832
2.4880,0.0831
2.4890,0.0830
2.4900,0.0829
2.4910,0.0828
2.4920,0.0827
2.4930,0.0827
2.4940,0.0826
2.4950,0.0825
2.4960,0.0824
2.4970,0.0823
2.4980,0.0822
2.4990,0.0822
2.5000,0.0821
2.5010,0.0820
2.5020,0.0819
2.5030,0.0818
2.5040,0.0818
2.5050,0.0817
2.5060,0.0816
2.5070,0.0815
2.5080,0.0814
2.5090,0.0813
2.5100,0.0813
2.5110,0.0812
2.5120,0.0811
2.5130,0.0810
2.5140,0.0809
2.5150,0.0809
2.5160,0.0808
2.5170,0.0807
2.5180,0.0806
2.5190,0.0805
2.5200,0.0805
2.5210,0.0804
2.5220,0.0803
2.5230,0.0802
2.5240,0.0801
2.5250,0.0801
2.5260,0.0800
2.5270,0.0799
2.5280,0.0798
2.5290,0.0797
2.5300,0.0797
2.5310,0.0796
2.5320,0.0795
2.5330,0.0794
2.5340,0.0793
2.5350,0.0793
2.5360,0.0792
2.5370,0.0791
2.5380,0.0790
2.5390,0.0789
2.5400,0.0789
2.5410,0.0788
2.5420,0.0787
2.5430,0.0786
2.5440,0.0786
2.5450,0.0785
2.5460,0.0784
2.5470,0.0783
2.5480,0.0782
2.5490,0.0782
2.5500,0.0781
2.5510,0.0780
2.5520,0.0779
2.5530,0.0778
2.5540,0.0778
2.5550,0.0777
2.5560,0.0776
2.5570,0.0775
2.5580,0.0775
2.5590,0.0774
2.5600,0.0773
2.5610,0.0772
2.5620,0.0772
2.5630,0.0771
2.5640,0.0770
2.5650,0.0769
2.5660,0.0768
2.5670,0.0768
2.5680,0.0767
2.5690,0.0766
2.5700,0.0765
2.5710,0.0765
2.5720,0.0764
2.5730,0.0763
2.5740,0.0762
2.5750,0.0762
2.5760,0.0761
2.5770,0.0760
2.5780,0.0759
2.5790,0.0758
2.5800,0.0758
2.5810,0.0757
2.5820,0.0756
2.5830,0.0755
2.5840,0.0755
2.5850,0.0754
2.5860,0.0753
2.5870,0.0752
2.5880,0.0752
2.5890,0.0751
2.5900,0.0750
2.5910,0.0749
2.5920,0.0749
2.5930,0.0748
2.5940,0.0747
2.5950,0.0746
2.5960,0.0746
2.5970,0.0745
2.5980,0.0744
2.5990,0.0743
2.6000,0.0743
2.6010,0.0742
2.6020,0.0741
2.6030,0.0741
2.6040,0.0740
2.6050,0.0739
2.6060,0.0738
2.6070,0.0738
2.6080,0.0737
2.6090,0.0736
2.6100,0.0735
2.6110,0.0735
2.6120,0.0734
2.6130,0.0733
2.6140,0.0732
2.6150,0.0732
2.6160,0.0731
2.6170,0.0730
2.6180,0.0729
2.6190,0.0729
2.6200,0.0728
2.6210,0.0727
2.6220,0.0727
2.6230,0.0726
2.6240,0.0725
2.6250,0.0724
2.6260,0.0724
2.6270,0.0723
2.6280,0.0722
2.6290,0.0722
2.6300,0.0721
2.6310,0.0720
2.6320,0.0719
2.6330,0.0719
2.6340,0.0718
2.6350,0.0717
2.6360,0.0716
2.6370,0.0716
2.6380,0.0715
2.6390,0.0714
2.6400,0.0714
2.6410,0.0713
2.6420,0.0712
2.6430,0.0711
2.6440,0.0711
2.6450,0.0710
2.6460,0.0709
2.6470,0.0709
2.6480,0.0708
2.6490,0.0707
2.6500,0.0707
2.6510,0.0706
2.6520,0.0705
2.6530,0.0704
2.6540,0.0704
2.6550,0.0703
2.6560,0.0702
2.6570,0.0702
2.6580,0.0701
2.6590,0.0700
2.6600,0.0699
2.6610,0.0699
2.6620,0.0698
2.6630,0.0697
2.6640,0.0697
2.6650,0.0696
2.6660,0.0695
2.6670,0.0695
2.6680,0.0694
2.6690,0.0693
2.6700,0.0693
2.6710,0.0692
2.6720,0.0691
2.6730,0.0690
2.6740,0.0690
2.6750,0.0689
2.6760,0.0688
2.6770,0.0688
2.6780,0.0687
2.6790,0.0686
2.6800,0.0686
2.6810,0.0685
2.6820,0.0684
2.6830,0.0684
2.6840,0.0683
2.6850,0.0682
2.6860,0.0682
2.6870,0.0681
2.6880,0.0680
2.6890,0.0679
2.6900,0.0679
2.6910,0.0678
2.6920,0.0677
2.6930,0.0677
2.6940,0.0676
2.6950,0.0675
2.6960,0.0675
2.6970,0.0674
2.6980,0.0673
2.6990,0.0673
2.7000,0.0672
2.7010,0.0671
2.7020,0.0671
2.7030,0.0670
2.7040,0.0669
2.7050,0.0669
2.7060,0.0668
2.7070,0.0667
2.7080,0.0667
2.7090,0.0666
2.7100,0.0665
2.7110,0.0665
2.7120,0.0664
2.7130,0.0663
2.7140,0.0663
2.7150,0.0662
2.7160,0.0661
2.7170,0.0661
2.7180,0.0660
2.7190,0.0659
2.7200,0.0659
2.7210,0.0658
2.7220,0.0657
2.7230,0.0657
2.7240,0.0656
2.7250,0.0655
2.7260,0.0655
2.7270,0.0654
2.7280,0.0653
2.7290,0.0653
2.7300,0.0652
2.7310,0.0652
2.7320,0.0651
2.7330,0.0650
2.7340,0.0650
2.7350,0.0649
2.7360,0.0648
2.7370,0.0648
2.7380,0.0647
2.7390,0.0646
2.7400,0.0646
2.7410,0.0645
2.7420,0.0644
2.7430,0.0644
2.7440,0.0643
2.7450,0.0642
2.7460,0.0642
2.7470,0.0641
2.7480,0.0641
2.7490,0.0640
2.7500,0.0639
2.7510,0.0639
2.7520,0.0638
2.7530,0.0637
2.7540,0.0637
2.7550,0.0636
2.7560,0.0635
2.7570,0.0635
2.7580,0.0634
2.7590,0.0634
2.7600,0.0633
2.7610,0.0632
2.7620,0.0632
2.7630,0.0631
2.7640,0.0630
2.7650,0.0630
2.7660,0.0629
2.7670,0.0629
2.7680,0.0628
2.7690,0.0627
2.7700,0.0627
2.7710,0.0626
2.7720,0.0625
2.7730,0.0625
2.7740,0.0624
2.7750,0.0623
2.7760,0.0623
2.7770,0.0622
2.7780,0.0622
2.7790,0.0621
2.7800,0.0620
2.7810,0.0620
2.7820,0.0619
2.7830,0.0619
2.7840,0.0618
2.7850,0.0617
2.7860,0.0617
2.7870,0.0616
2.7880,0.0615
2.7890,0.0615
2.7900,0.0614
2.7910,0.0614
2.7920,0.0613
2.7930,0.0612
2.7940,0.0612
2.7950,0.0611
2.7960,0.0611
2.7970,0.0610
2.7980,0.0609
2.7990,0.0609
2.8000,0.0608
2.8010,0.0607
2.8020,0.0607
2.8030,0.0606
2.8040,0.0606
2.8050,0.0605
2.8060,0.0604
2.8070,0.0604
2.8080,0.0603
2.8090,0.0603
2.8100,0.0602
2.8110,0.0601
2.8120,0.0601
2.8130,0.0600
2.8140,0.0600
2.8150,0.0599
2.8160,0.0598
2.8170,0.0598
2.8180,0.0597
2.8190,0.0597
2.8200,0.0596
2.8210,0.0595
2.8220,0.0595
2.8230,0.0594
2.8240,0.0594
2.8250,0.0593
2.8260,0.0592
2.8270,0.0592
2.8280,0.0591
2.8290,0.0591
2.8300,0.0590
2.8310,0.0590
2.8320,0.0589
2.8330,0.0588
2.8340,0.0588
2.8350,0.0587
2.8360,0.0587
2.8370,0.0586
2.8380,0.0585
2.8390,0.0585
2.8400,0.0584
2.8410,0.0584
2.8420,0.0583
2.8430,0.0583
2.8440,0.0582
2.8450,0.0581
2.8460,0.0581
2.8470,0.0580
2.8480,0.0580
2.8490,0.0579
2.8500,0.0578
2.8510,0.0578
2.8520,0.0577
2.8530,0.0577
2.8540,0.0576
2.8550,0.0576
2.8560,0.0575
2.8570,0.0574
2.8580,0.0574
2.8590,0.0573
2.8600,0.0573
2.8610,0.0572
2.8620,0.0572
2.8630,0.0571
2.8640,0.0570
2.8650,0.0570
2.8660,0.0569
2.8670,0.0569
2.8680,0.0568
2.8690,0.0568
2.8700,0.0567
2.8710,0.0566
2.8720,0.0566
2.8730,0.0565
2.8740,0.0565
2.8750,0.0564
2.8760,0.0564
2.8770,0.0563
2.8780,0.0562
2.8790,0.0562
2.8800,0.0561
2.8810,0.0561
2.8820,0.0560
2.8830,0.0560
2.8840,0.0559
2.8850,0.0559
2.8860,0.0558
2.8870,0.0557
2.8880,0.0557
2.8890,0.0556
2.8900,0.0556
2.8910,0.0555
2.8920,0.0555
2.8930,0.0554
2.8940,0.0554
2.8950,0.0553
2.8960,0.0552
2.8970,0.0552
2.8980,0.0551
2.8990,0.0551
2.9000,0.0550
2.9010,0.0550
2.9020,0.0549
2.9030,0.0549
2.9040,0.0548
2.9050,0.0547
2.9060,0.0547
2.9070,0.0546
2.9080,0.0546
2.9090,0.0545
2.9100,0.0545
2.9110,0.0544
2.9120,0.0544
2.9130,0.0543
2.9140,0.0543
2.9150,0.0542
2.9160,0.0541
2.9170,0.0541
2.9180,0.0540
2.9190,0.0540
2.9200,0.0539
2.9210,0.0539
2.9220,0.0538
2.9230,0.0538
2.9240,0.0537
2.9250,0.0537
2.9260,0.0536
2.9270,0.0536
2.9280,0.0535
2.9290,0.0535
2.9300,0.0534
2.9310,0.0533
2.9320,0.0533
2.9330,0.0532
2.9340,0.0532
2.9350,0.0531
2.9360,0.0531
2.9370,0.0530
2.9380,0.0530
2.9390,0.0529
2.9400,0.0529
2.9410,0.0528
2.9420,0.0528
2.9430,0.0527
2.9440,0.0527
2.9450,0.0526
2.9460,0.0525
2.9470,0.0525
2.9480,0.0524
2.9490,0.0524
2.9500,0.0523
2.9510,0.0523
2.9520,0.0522
2.9530,0.0522
2.9540,0.0521
2.9550,0.0521
2.9560,0.0520
2.9570,0.0520
2.9580,0.0519
2.9590,0.0519
2.9600,0.0518
2.9610,0.0518
2.9620,0.0517
2.9630,0.0517
2.9640,0.0516
2.9650,0.0516
2.9660,0.0515
2.9670,0.0515
2.9680,0.0514
2.9690,0.0514
2.9700,0.0513
2.9710,0.0513
2.9720,0.0512
2.9730,0.0511
2.9740,0.0511
2.9750,0.0510
2.9760,0.0510
2.9770,0.0509
2.9780,0.0509
2.9790,0.0508
2.9800,0.0508
2.9810,0.0507
2.9820,0.0507
2.9830,0.0506
2.9840,0.0506
2.9850,0.0505
2.9860,0.0505
2.9870,0.0504
2.9880,0.0504
2.9890,0.0503
2.9900,0.0503
2.9910,0.0502
2.9920,0.0502
2.9930,0.0501
2.9940,0.0501
2.9950,0.0500
2.9960,0.0500
2.9970,0.0499
2.9980,0.0499
2.9990,0.0498
3.0000,0.0498
3.0010,0.0497
3.0020,0.0497
3.0030,0.0496
3.0040,0.0496
3.0050,0.0495
3.0060,0.0495
3.0070,0.0494
3.0080,0.0494
3.0090,0.0493
3.0100,0.0493
3.0110,0.0492
3.0120,0.0492
3.0130,0.0491
3.0140,0.0491
3.0150,0.0490
3.0160,0.0490
3.0170,0.0489
3.0180,0.0489
3.0190,0.0489
3.0200,0.0488
3.0210,0.0488
3.0220,0.0487
3.0230,0.0487
3.0240,0.0486
3.0250,0.0486
3.0260,0.0485
3.0270,0.0485
3.0280,0.0484
3.0290,0.0484
3.0300,0.0483
3.0310,0.0483
3.0320,0.0482
3.0330,0.0482
3.0340,0.0481
3.0350,0.0481
3.0360,0.0480
3.0370,0.0480
3.0380,0.0479
3.0390,0.0479
3.0400,0.0478
3.0410,0.0478
3.0420,0.0477
3.0430,0.0477
3.0440,0.0476
3.0450,0.0476
3.0460,0.0475
3.0470,0.0475
3.0480,0.0475
3.0490,0.0474
3.0500,0.0474
3.0510,0.0473
3.0520,0.0473
3.0530,0.0472
3.0540,0.0472
3.0550,0.0471
3.0560,0.0471
3.0570,0.0470
3.0580,0.0470
3.0590,0.0469
3.0600,0.0469
3.0610,0.0468
3.0620,0.0468
3.0630,0.0467
3.0640,0.0467
3.0650,0.0467
3.0660,0.0466
3.0670,0.0466
3.0680,0.0465
3.0690,0.0465
3.0700,0.0464
3.0710,0.0464
3.0720,0.0463
3.0730,0.0463
3.0740,0.0462
3.0750,0.0462
3.0760,0.0461
3.0770,0.0461
3.0780,0.0461
3.0790,0.0460
3.0800,0.0460
3.0810,0.0459
3.0820,0.0459
3.0830,0.0458
3.0840,0.0458
3.0850,0.0457
3.0860,0.0457
3.0870,0.0456
3.0880,0.0456
3.0890,0.0455
3.0900,0.0455
3.0910,0.0455
3.0920,0.0454
3.0930,0.0454
3.0940,0.0453
3.0950,0.0453
3.0960,0.0452
3.0970,0.0452
3.0980,0.0451
3.0990,0.0451
3.1000,0.0450
3.1010,0.0450
3.1020,0.0450
3.1030,0.0449
3.1040,0.0449
3.1050,0.0448
3.1060,0.0448
3.1070,0.0447
3.1080,0.0447
3.1090,0.0446
3.1100,0.0446
3.1110,0.0446
3.1120,0.0445
3.1130,0.0445
3.1140,0.0444
3.1150,0.0444
3.1160,0.0443
3.1170,0.0443
3.1180,0.0442
3.1190,0.0442
3.1200,0.0442
3.1210,0.0441
3.1220,0.0441
3.1230,0.0440
3.1240,0.0440
3.1250,0.0439
3.1260,0.0439
3.1270,0.0438
3.1280,0.0438
3.1290,0.0438
3.1300,0.0437
3.1310,0.0437
3.1320,0.0436
3.1330,0.0436
3.1340,0.0435
3.1350,0.0435
3.1360,0.0435
3.1370,0.0434
3.1380,0.0434
3.1390,0.0433
3.1400,0.0433
3.1410,0.0432
3.1420,0.0432
3.1430,0.0432
3.1440,0.0431
3.1450,0.0431
3.1460,0.0430
3.1470,0.0430
3.1480,0.0429
3.1490,0.0429
3.1500,0.0429
3.1510,0.0428
3.1520,0.0428
3.1530,0.0427
3.1540,0.0427
3.1550,0.0426
3.1560,0.0426
3.1570,0.0426
3.1580,0.0425
3.1590,0.0425
3.1600,0.0424
3.1610,0.0424
3.1620,0.0423
3.1630,0.0423
3.1640,0.0423
3.1650,0.0422
3.1660,0.0422
3.1670,0.0421
3.1680,0.0421
3.1690,0.0420
3.1700,0.0420
3.1710,0.0420
3.1720,0.0419
3.1730,0.0419
3.1740,0.0418
3.1750,0.0418
3.1760,0.0418
3.1770,0.0417
3.1780,0.0417
3.1790,0.0416
3.1800,0.0416
3.1810,0.0415
3.1820,0.0415
3.1830,0.0415
3.1840,0.0414
3.1850,0.0414
3.1860,0.0413
3.1870,0.0413
3.1880,0.0413
3.1890,0.0412
3.1900,0.0412
3.1910,0.0411
3.1920,0.0411
3.1930,0.0410
3.1940,0.0410
3.1950,0.0410
3.1960,0.0409
3.1970,0.0409
3.1980,0.0408
3.1990,0.0408
3.2000,0.0408
3.2010,0.0407
3.2020,0.0407
3.2030,0.0406
3.2040,0.0406
3.2050,0.0406
3.2060,0.0405
3.2070,0.0405
3.2080,0.0404
3.2090,0.0404
3.2100,0.0404
3.2110,0.0403
3.2120,0.0403
3.2130,0.0402
3.2140,0.0402
3.2150,0.0402
3.2160,0.0401
3.2170,0.0401
3.2180,0.0400
3.2190,0.0400
3.2200,0.0400
3.2210,0.0399
3.2220,0.0399
3.2230,0.0398
3.2240,0.0398
3.2250,0.0398
3.2260,0.0397
3.2270,0.0397
3.2280,0.0396
3.2290,0.0396
3.2300,0.0396
3.2310,0.0395
3.2320,0.0395
3.2330,0.0394
3.2340,0.0394
3.2350,0.0394
3.2360,0.0393
3.2370,0.0393
3.2380,0.0392
3.2390,0.0392
3.2400,0.0392
3.2410,0.0391
3.2420,0.0391
3.2430,0.0390
3.2440,0.0390
3.2450,0.0390
3.2460,0.0389
3.2470,0.0389
3.2480,0.0389
3.2490,0.0388
3.2500,0.0388
3.2510,0.0387
3.2520,0.0387
3.2530,0.0387
3.2540,0.0386
3.2550,0.0386
3.2560,0.0385
3.2570,0.0385
3.2580,0.0385
3.2590,0.0384
3.2600,0.0384
3.2610,0.0384
3.2620,0.0383
3.2630,0.0383
3.2640,0.0382
3.2650,0.0382
3.2660,0.0382
3.2670,0.0381
3.2680,0.0381
3.2690,0.0380
3.2700,0.0380
3.2710,0.0380
3.2720,0.0379
3.2730,0.0379
3.2740,0.0379
3.2750,0.0378
3.2760,0.0378
3.2770,0.0377
3.2780,0.0377
3.2790,0.0377
3.2800,0.0376
3.2810,0.0376
3.2820,0.0376
3.2830,0.0375
3.2840,0.0375
3.2850,0.0374
3.2860,0.0374
3.2870,0.0374
3.2880,0.0373
3.2890,0.0373
3.2900,0.0373
3.2910,0.0372
3.2920,0.0372
3.2930,0.0371
3.2940,0.0371
3.2950,0.0371
3.2960,0.0370
3.2970,0.0370
3.2980,0.0370
3.2990,0.0369
3.3000,0.0369
3.3010,0.0368
3.3020,0.0368
3.3030,0.0368
3.3040,0.0367
3.3050,0.0367
3.3060,0.0367
3.3070,0.0366
3.3080,0.0366
3.3090,0.0366
3.3100,0.0365
3.3110,0.0365
3.3120,0.0364
3.3130,0.0364
3.3140,0.0364
3.3150,0.0363
3.3160,0.0363
3.3170,0.0363
3.3180,0.0362
3.3190,0.0362
3.3200,0.0362
3.3210,0.0361
3.3220,0.0361
3.3230,0.0360
3.3240,0.0360
3.3250,0.0360
3.3260,0.0359
3.3270,0.0359
3.3280,0.0359
3.3290,0.0358
3.3300,0.0358
3.3310,0.0358
3.3320,0.0357
3.3330,0.0357
3.3340,0.0357
3.3350,0.0356
3.3360,0.0356
3.3370,0.0355
3.3380,0.0355
3.3390,0.0355
3.3400,0.0354
3.3410,0.0354
3.3420,0.0354
3.3430,0.0353
3.3440,0.0353
3.3450,0.0353
3.3460,0.0352
3.3470,0.0352
3.3480,0.0352
3.3490,0.0351
3.3500,0.0351
3.3510,0.0350
3.3520,0.0350
3.3530,0.0350
3.3540,0.0349
3.3550,0.0349
3.3560,0.0349
3.3570,0.0348
3.3580,0.0348
3.3590,0.0348
3.3600,0.0347
3.3610,0.0347
3.3620,0.0347
3.3630,0.0346
3.3640,0.0346
3.3650,0.0346
3.3660,0.0345
3.3670,0.0345
3.3680,0.0345
3.3690,0.0344
3.3700,0.0344
3.3710,0.0344
3.3720,0.0343
3.3730,0.0343
3.3740,0.0343
3.3750,0.0342
3.3760,0.0342
3.3770,0.0341
3.3780,0.0341
3.3790,0.0341
3.3800,0.0340
3.3810,0.0340
3.3820,0.0340
3.3830,0.0339
3.3840,0.0339
3.3850,0.0339
3.3860,0.0338
3.3870,0.0338
3.3880,0.0338
3.3890,0.0337
3.3900,0.0337
3.3910,0.0337
3.3920,0.0336
3.3930,0.0336
3.3940,0.0336
3.3950,0.0335
3.3960,0.0335
3.3970,0.0335
3.3980,0.0334
3.3990,0.0334
3.4000,0.0334
3.4010,0.0333
3.4020,0.0333
3.4030,0.0333
3.4040,0.0332
3.4050,0.0332
3.4060,0.0332
3.4070,0.0331
3.4080,0.0331
3.4090,0.0331
3.4100,0.0330
3.4110,0.0330
3.4120,0.0330
3.4130,0.0329
3.4140,0.0329
3.4150,0.0329
3.4160,0.0328
3.4170,0.0328
3.4180,0.0328
3.4190,0.0327
3.4200,0.0327
3.4210,0.0327
3.4220,0.0326
3.4230,0.0326
3.4240,0.0326
3.4250,0.0325
3.4260,0.0325
3.4270,0.0325
3.4280,0.0325
3.4290,0.0324
3.4300,0.0324
3.4310,0.0324
3.4320,0.0323
3.4330,0.0323
3.4340,0.0323
3.4350,0.0322
3.4360,0.0322
3.4370,0.0322
3.4380,0.0321
3.4390,0.0321
3.4400,0.0321
3.4410,0.0320
3.4420,0.0320
3.4430,0.0320
3.4440,0.0319
3.4450,0.0319
3.4460,0.0319
3.4470,0.0318
3.4480,0.0318
3.4490,0.0318
3.4500,0.0317
3.4510,0.0317
3.4520,0.0317
3.4530,0.0317
3.4540,0.0316
3.4550,0.0316
3.4560,0.0316
3.4570,0.0315
3.4580,0.0315
3.4590,0.0315
3.4600,0.0314
3.4610,0.0314
3.4620,0.0314
3.4630,0.0313
3.4640,0.0313
3.4650,0.0313
3.4660,0.0312
3.4670,0.0312
3.4680,0.0312
3.4690,0.0311
3.4700,0.0311
3.4710,0.0311
3.4720,0.0311
3.4730,0.0310
3.4740,0.0310
3.4750,0.0310
3.4760,0.0309
3.4770,0.0309
3.4780,0.0309
3.4790,0.0308
3.4800,0.0308
3.4810,0.0308
3.4820,0.0307
3.4830,0.0307
3.4840,0.0307
3.4850,0.0307
3.4860,0.0306
3.4870,0.0306
3.4880,0.0306
3.4890,0.0305
3.4900,0.0305
3.4910,0.0305
3.4920,0.0304
3.4930,0.0304
3.4940,0.0304
3.4950,0.0303
3.4960,0.0303
3.4970,0.0303
3.4980,0.0303
3.4990,0.0302
3.5000,0.0302
3.5010,0.0302
3.5020,0.0301
3.5030,0.0301
3.5040,0.0301
3.5050,0.0300
3.5060,0.0300
3.5070,0.0300
3.5080,0.0300
3.5090,0.0299
3.5100,0.0299
3.5110,0.0299
3.5120,0.0298
3.5130,0.0298
3.5140,0.0298
3.5150,0.0297
3.5160,0.0297
3.5170,0.0297
3.5180,0.0297
3.5190,0.0296
3.5200,0.0296
3.5210,0.0296
3.5220,0.0295
3.5230,0.0295
3.5240,0.0295
3.5250,0.0295
3.5260,0.0294
3.5270,0.0294
3.5280,0.0294
3.5290,0.0293
3.5300,0.0293
3.5310,0.0293
3.5320,0.0292
3.5330,0.0292
3.5340,0.0292
3.5350,0.0292
3.5360,0.0291
3.5370,0.0291
3.5380,0.0291
3.5390,0.0290
3.5400,0.0290
3.5410,0.0290
3.5420,0.0290
3.5430,0.0289
3.5440,0.0289
3.5450,0.0289
3.5460,0.0288
3.5470,0.0288
3.5480,0.0288
3.5490,0.0288
3.5500,0.0287
3.5510,0.0287
3.5520,0.0287
3.5530,0.0286
3.5540,0.0286
3.5550,0.0286
3.5560,0.0286
3.5570,0.0285
3.5580,0.0285
3.5590,0.0285
3.5600,0.0284
3.5610,0.0284
3.5620,0.0284
3.5630,0.0284
3.5640,0.0283
3.5650,0.0283
3.5660,0.0283
3.5670,0.0282
3.5680,0.0282
3.5690,0.0282
3.5700,0.0282
3.5710,0.0281
3.5720,0.0281
3.5730,0.0281
3.5740,0.0280
3.5750,0.0280
3.5760,0.0280
3.5770,0.0280
3.5780,0.0279
3.5790,0.0279
3.5800,0.0279
3.5810,0.0278
3.5820,0.0278
3.5830,0.0278
3.5840,0.0278
3.5850,0.0277
3.5860,0.0277
3.5870,0.0277
3.5880,0.0277
3.5890,0.0276
3.5900,0.0276
3.5910,0.0276
3.5920,0.0275
3.5930,0.0275
3.5940,0.0275
3.5950,0.0275
3.5960,0.0274
3.5970,0.0274
3.5980,0.0274
3.5990,0.0274
3.6000,0.0273
3.6010,0.0273
3.6020,0.0273
3.6030,0.0272
3.6040,0.0272
3.6050,0.0272
3.6060,0.0272
3.6070,0.0271
3.6080,0.0271
3.6090,0.0271
3.6100,0.0271
3.6110,0.0270
3.6120,0.0270
3.6130,0.0270
3.6140,0.0269
3.6150,0.0269
3.6160,0.0269
3.6170,0.0269
3.6180,0.0268
3.6190,0.0268
3.6200,0.0268
3.6210,0.0268
3.6220,0.0267
3.6230,0.0267
3.6240,0.0267
3.6250,0.0266
3.6260,0.0266
3.6270,0.0266
3.6280,0.0266
3.6290,0.0265
3.6300,0.0265
3.6310,0.0265
3.6320,0.0265
3.6330,0.0264
3.6340,0.0264
3.6350,0.0264
3.6360,0.0264
3.6370,0.0263
3.6380,0.0263
3.6390,0.0263
3.6400,0.0263
3.6410,0.0262
3.6420,0.0262
3.6430,0.0262
3.6440,0.0261
3.6450,0.0261
3.6460,0.0261
3.6470,0.0261
3.6480,0.0260
3.6490,0.0260
3.6500,0.0260
3.6510,0.0260
